36,RGeE2,Round of 32,Deadlock Dragons,Bitwise Barbarians,None,None,Server 1,-1,-1,None,False
37,RGeE2,Round of 32,Throughput Thieves,Pepsi Max Overflow,None,None,Server 1,-1,-1,None,False
38,RGeE2,Round of 16,Winner of game 22,Winner of game 23,None,None,Server 1,-1,-1,None,False
39,RGeE2,Round of 16,Winner of game 24,Winner of game 25,None,None,Server 1,-1,-1,None,False
40,RGeE2,Round of 16,Winner of game 26,Winner of game 27,None,None,Server 1,-1,-1,None,False
41,RGeE2,Round of 16,Winner of game 28,Winner of game 29,None,None,Server 1,-1,-1,None,False
42,RGeE2,Round of 16,Winner of game 30,Winner of game 31,None,None,Server 1,-1,-1,None,False
43,RGeE2,Round of 16,Winner of game 32,Winner of game 33,None,None,Server 1,-1,-1,None,False
44,RGeE2,Round of 16,Winner of game 34,Winner of game 35,None,None,Server 1,-1,-1,None,False
45,RGeE2,Round of 16,Winner of game 36,Winner of game 37,None,None,Server 1,-1,-1,None,False
46,RGeE2,Quarterfinal,Winner of game 38,Winner of game 39,None,None,Server 1,-1,-1,None,False
47,RGeE2,Quarterfinal,Winner of game 40,Winner of game 41,None,None,Server 1,-1,-1,None,False
48,RGeE2,Quarterfinal,Winner of game 42,Winner of game 43,None,None,Server 1,-1,-1,None,False
49,RGeE2,Quarterfinal,Winner of game 44,Winner of game 45,None,None,Server 1,-1,-1,None,False
50,RGeE2,Semifinal,Winner of game 46,Winner of game 47,None,None,Server 1,-1,-1,None,False
51,RGeE2,Semifinal,Winner of game 48,Winner of game 49,None,None,Server 1,-1,-1,None,False
52,RGeE2,Final,Winner of game 50,Winner of game 51,None,None,Server 1,-1,-1,None,False
>>>>>>> Stashed changes
